state_code,zip_code,city,name,is_acquired_numerical,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_acquired
CA,90049,Los Angeles,nprogress,0,2/1/2010,1/1/2012,12/1/2011,12/1/2011,1.8301,1.8301,1.1616,1.1616,4,1,1700000,2,social,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,closed
CA,94010,Burlingame,Brightkite,1,1/1/2007,12/1/2011,8/1/2007,7/6/2009,0.5808,2.5123,0.5918,4.9699,9,3,1415000,4,social,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.0,acquired
CA,94104,San Francisco,Peanut Labs,1,1/1/2005,,2/1/2006,2/19/2008,1.0849,3.1342,5.9178,7.9342,16,2,4200000,2,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.5,acquired
MA,2110,Boston,FlipKey,1,1/1/2007,,12/1/2007,8/20/2008,0.9151,1.6356,4.8521,6.0904,7,2,500000,2,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,acquired
TX,75082,Richardson,AppTrigger,1,1/1/2002,,12/13/2007,12/13/2007,5.9507,5.9507,,,1,1,21500000,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,acquired
UT,84042,Lindon,Footnote,1,6/1/2006,,6/16/2006,1/1/2008,0.0411,1.5863,2.2795,4.3918,4,2,10000000,2,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,acquired
CA,90064,Los Angeles,NextMedium,0,1/1/2004,12/24/2011,2/1/2005,7/24/2006,1.0877,2.5616,4.0027,4.0027,7,2,9500000,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,closed
NM,87102,Albuquerque,iosil Energy,0,1/1/2007,3/4/2012,12/24/2009,3/17/2012,2.9808,5.211,,,4,2,13875001,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.0,closed
NJ,7701,Red Bank,Kurani Interactive,0,1/1/2000,6/1/2013,11/25/2010,11/25/2010,10.9068,10.9068,9.2548,9.2548,5,1,275000,1,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,closed
CA,94306,Palo Alto,Kapow Software,1,1/1/2005,,2/1/2005,1/13/2010,0.0849,5.0356,1.8329,1.8329,10,3,19743770,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,acquired
MA,2110,Boston,Locately,1,7/1/2008,,8/1/2010,7/7/2012,2.0849,4.0192,2.5041,2.5041,5,5,1178000,1,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,acquired
CA,94306,Palo Alto,TrustedID,1,1/1/2005,,10/1/2005,10/18/2007,0.7479,2.7945,2.0575,3.8356,5,3,25000000,2,security,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,acquired
PA,18015,Bethlehem,Ciclon Semiconductor Device Corporation,1,1/1/2004,,8/2/2005,3/7/2007,1.5863,3.1808,,,1,3,24150000,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.0,acquired
CA,94086,Sunnyvale,Azingo,0,1/1/2005,8/11/2009,10/1/2006,7/18/2008,1.7479,3.5452,2.0,2.0,4,2,80000000,1,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,closed
CA,95051,Santa Clara,Vudu,1,1/1/2004,,6/1/2005,4/29/2007,1.4164,3.326,4.4192,9.8164,11,2,36000000,3,hardware,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,acquired
MO,63043,Saint Louis,"ITOG, Inc.",0,9/19/2006,4/16/2010,2/11/2008,2/11/2008,1.3973,1.3973,,,1,1,205000,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,closed
CA,94089,Sunnyvale,Plaxo,1,11/17/2002,,11/1/2002,2/1/2007,-0.0438,4.211,6.4164,9.0658,27,4,28300000,4,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.5,acquired
CA,94303,Palo Alto,Sharetivity,0,7/7/2007,11/11/2012,5/1/2006,5/1/2006,-1.1836,-1.1836,0.8301,0.8301,1,1,2000000,1,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,closed
CA,94066,San Bruno,YouTube,1,2/1/2005,,11/1/2005,4/1/2006,0.7479,1.1616,2.4,8.8384,63,2,11500000,6,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.0,acquired
NY,10018,New York City,Hashable,0,1/1/2010,7/25/2012,11/22/2010,11/22/2010,0.8904,0.8904,1.3288,2.526,15,1,4000000,2,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,closed
NY,10016,New York,MyNines,0,8/1/2009,8/5/2011,4/19/2010,4/19/2010,0.7151,0.7151,0.7479,2.011,2,1,500000,2,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,closed
TX,78759,Austin,itzbig,0,6/1/2006,3/24/2010,2/27/2007,2/27/2007,0.7425,0.7425,1.1671,3.9151,9,1,4000000,2,search,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,closed
NY,11201,Brooklyn,Loosecubes,0,1/1/2010,1/1/2012,1/1/2010,6/5/2012,0.0,2.4274,2.4274,2.4986,8,2,9030000,2,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4.0,closed
PA,19104,Philadelphia,Avid Radiopharmaceuticals,1,1/1/2005,,1/25/2005,5/21/2009,0.0658,4.3863,,,15,4,69900000,0,biotech,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,4.75,acquired
CA,90024,Los Angeles,Contur,0,9/1/2011,11/1/2012,5/1/2012,5/1/2012,0.6658,0.6658,0.4192,0.4192,2,1,20000,1,messaging,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,closed
IN,46204,Indianapolis,ExactTarget,1,12/1/2000,,7/21/2004,10/24/2012,3.6384,11.9041,10.9836,12.6822,29,7,238209999,3,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,acquired
MA,1803,Burlington,Rhythmia Medical,1,1/1/2004,,2/6/2007,9/24/2010,3.1014,6.7342,4.0027,6.7342,3,3,14700000,2,medical,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.0,acquired
CA,94303,Palo Alto,MyMiniLife,1,1/1/2007,,11/15/2006,11/15/2007,-0.1288,0.8712,-0.5863,1.2137,4,3,430000,2,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.6667,acquired
CA,94403,San Mateo,Adept Cloud,1,6/1/2011,,10/1/2012,11/1/2012,1.337,1.4219,0.5863,0.5863,5,2,1015000,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.0,acquired
CA,94025,Menlo Park,Factery,0,4/1/2009,1/17/2013,9/10/2009,9/10/2009,0.4438,0.4438,0.8192,0.8192,2,1,1200000,1,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,closed
PA,18938,New Hope,"MeetMe, Inc.",1,4/1/2005,,1/29/2007,7/29/2008,1.8301,3.3288,3.274,7.6274,16,2,17100000,4,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,acquired
CO,80155,Englewood,WildBlue,1,1/1/2004,,9/3/2008,9/3/2008,4.6767,4.6767,5.9671,5.9671,0,1,50000000,1,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,acquired
CA,90039,Los Angeles,HeadCase Humanufacturing,0,1/1/2006,1/1/2012,8/28/2006,8/28/2006,0.6548,0.6548,,,3,1,900000,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,closed
CA,94401,San Mateo,bluepulse,0,4/10/1990,1/1/2010,4/1/2007,4/1/2007,16.9863,16.9863,16.663,18.3233,7,1,6000000,2,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,closed
NY,10003,New York,Mr. Youth,1,1/1/2002,,10/1/2002,2/1/2009,0.7479,7.0904,8.0055,9.874,5,2,15100000,3,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.0,acquired
CA,94954,Petaluma,Teknovus,1,1/1/2001,,1/1/2002,11/16/2009,1.0,8.8795,4.0027,9.1863,7,5,62600000,2,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,9.3333,acquired
CA,94063,Redwood City,Qik,1,6/1/2006,,4/9/2008,1/6/2011,1.8575,4.6027,3.9178,6.4301,15,4,14800000,3,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2.25,acquired
CA,91601,North Hollywood,EQAL,1,4/1/2008,,4/16/2008,5/23/2011,0.0411,3.1425,1.8466,4.4877,30,2,6875000,5,web,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.0,acquired
TX,76710,Waco,IonLogix Systems,0,12/11/2007,2/2/2011,10/24/2008,10/24/2008,0.8712,0.8712,,,1,1,30000,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,closed
CA,95054,Santa Clara,Atrica,0,1/1/2000,12/13/2007,4/5/2006,4/5/2006,6.263,6.263,6.0055,6.0055,10,1,22200000,1,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0,closed
CO,80302,Boulder,Socialthing,1,5/18/2007,,8/1/2007,10/23/2007,0.2055,0.4329,0.4685,2.9507,6,2,415000,2,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,acquired
NY,10010,New York,Next New Networks,1,3/1/2007,,1/1/2007,12/29/2010,-0.1616,3.8329,3.0027,4.7014,16,4,27063781,4,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3.5,acquired
CA,93013,Carpinteria,AdECN,1,1/1/2003,,2/1/2006,2/1/2006,3.0877,3.0877,5.0027,5.0027,6,1,3100000,1,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.0,acquired
CA,94025,Menlo Park,Cuil,0,1/1/2005,9/1/2010,3/1/2007,4/15/2008,2.1616,3.2877,3.4986,7.6904,13,2,33000000,4,search,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,closed
CA,94043,Mountain View,Sensory Networks,1,1/1/2003,,10/10/2005,1/1/2008,2.7753,5.0027,4.1644,10.7534,2,3,17400000,2,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.0,acquired
CA,94025,Menlo Park,Flock,1,1/1/2005,,1/1/2005,5/21/2008,0.0,3.3863,5.3973,8.7123,17,5,28300000,4,web,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2.0,acquired
CA,94043,Mountain View,AdMob,1,12/1/2006,,9/1/2006,1/29/2009,-0.2493,2.1644,1.411,6.537000000000001,42,4,46800000,6,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2.5,acquired
IL,60654,Chicago,FeeFighters,1,1/1/2009,,5/1/2010,1/12/2011,1.3288,2.0301,2.0,2.0301,5,3,1525000,2,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.6667,acquired
NY,10010,New York City,WeHostels,1,11/15/2011,,3/18/2012,3/18/2012,0.3397,0.3397,0.5452,1.7151,9,1,1200000,3,travel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.0,acquired
CA,94040,Mountain View,TimeBridge,1,5/1/2005,,7/5/2005,5/11/2009,0.1781,4.0301,3.674,7.2438,6,3,12400000,4,web,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.6667,acquired
PA,19380,West Chester,Lazarus Therapeutics,0,1/1/2006,2/1/2012,8/2/2010,8/2/2010,4.5863,4.5863,,,1,1,100000,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,closed
CA,94105,San Francisco,Loyalty Lab,1,1/1/2003,,3/22/2005,4/29/2010,2.2219,7.3288,7.0055,7.0055,4,3,11000000,1,software,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.6667,acquired
TN,37201,Nashville,RentStuff.com,1,1/1/2010,,5/5/2011,4/12/2012,1.3397,2.2795,1.0,1.0,3,2,675000,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,acquired
CA,94086,Sunnyvale,ZManda,1,1/1/2005,,1/1/2005,5/22/2007,0.0,2.3863,,,5,2,13000000,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,acquired
NY,10012,New York,Jumo,1,2/1/2010,,11/1/2010,11/1/2010,0.7479,0.7479,1.0329,2.4986,5,1,3500000,2,social,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,acquired
MA,1730,Bedford,Sionex,0,1/1/2001,8/6/2010,12/7/2005,12/7/2005,4.9342,4.9342,0.0,0.0,2,1,12000000,1,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,closed
CA,94002,Belmont,sezmi,1,1/1/2007,,8/1/2007,11/7/2011,0.5808,4.8521,0.9068,5.4164,10,5,78573646,4,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,4.3333,acquired
TN,37212,Nashville,StudioNow,1,1/1/2007,,6/15/2007,1/29/2013,0.4521,6.0822,3.7425,3.7425,2,3,15286415,1,photo_video,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,acquired
CA,94111,San Francisco,PicApp,1,1/1/2008,,9/17/2008,9/17/2008,0.7123,0.7123,1.5836,3.0027,5,1,3200000,3,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,acquired
WA,98371,Puyallup,Million Dollar Earth,0,3/1/2011,10/1/2012,3/7/2011,3/7/2011,0.0164,0.0164,0.0,0.0,1,1,30000,1,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.0,closed
CA,94403,San Mateo,Composite Software,1,1/1/2002,,1/1/2002,10/24/2012,0.0,10.8192,9.5863,9.5863,28,3,14650003,1,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,acquired
CA,94110,San Francisco,Terracotta,1,1/1/2003,,2/27/2006,9/1/2008,3.1589,5.6712,9.0055,9.0055,9,2,23500000,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.0,acquired
MA,1719,Boxborough,FireStar Software,0,1/1/2001,4/29/2010,1/3/2006,1/3/2006,5.0082,5.0082,,,2,1,980000,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,closed
CA,94085,Sunnyvale,Aquest Systems,0,1/1/2004,11/10/2010,2/26/2007,2/26/2007,3.1562,3.1562,,,0,1,20000000,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,closed
WA,98104,Seattle,Faves,0,12/1/2004,12/31/2011,1/1/2004,1/1/2004,-0.9178,-0.9178,,,4,1,1500000,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,closed
CA,90404,Santa Monica,Generate,1,1/1/2004,,3/4/2008,7/14/2009,4.1753,5.537000000000001,6.3836,6.3836,0,2,8000000,1,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.5,acquired
CA,94401,San Mateo,Attributor,1,10/1/2005,,1/28/2006,6/10/2010,0.326,4.6932,3.2548,4.6932,13,4,25200000,3,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4.0,acquired
CA,94403,San Mateo,Greenplum Software,1,6/1/2003,,3/1/2006,1/1/2008,2.7507,4.589,7.9205,9.211,21,4,61000000,2,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3.0,acquired
CA,95054,Santa Clara,PlaySpan,1,5/1/2006,,9/1/2007,8/19/2010,1.337,4.3041,2.0822,5.8356,12,4,46300000,4,games_video,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,4.25,acquired
MD,20815,Chevy Chase,JackBe,1,1/1/2002,,1/10/2006,4/8/2010,4.0274,8.2712,5.811,11.0986,15,4,24500000,5,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.3333,acquired
CA,94404,San Mateo,D2C Games,0,1/1/2006,2/26/2008,12/27/2006,8/29/2007,0.9863,1.6575,-1.3342,-1.3342,1,2,7500000,1,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,closed
CA,94304,Palo Alto,Zimbra,1,1/1/2003,,4/1/2006,4/1/2006,3.2493,3.2493,3.8356,7.8959,19,1,14500000,3,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.0,acquired
WA,98005,Bellevue,Smith & Tinker,0,1/1/2007,11/8/2012,8/25/2009,8/25/2009,2.6493,2.6493,1.0,1.0,1,1,29000000,1,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5.0,closed
CA,94085,Sunnyvale,Mu Dynamics,1,1/1/2005,,1/1/2005,5/19/2008,0.0,3.3808,5.6795,5.6795,5,3,24000000,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.6667,acquired
CA,91302,Calabasas,Fulcrum Microsystems,1,1/1/2000,,5/9/2005,3/15/2010,5.3562,10.2082,8.0055,8.0055,2,4,81017493,1,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,5.6667,acquired
CA,94105,San Francisco,ReTel Technologies,1,10/1/2007,,8/6/2009,12/2/2009,1.8493,2.1726,2.1699,5.0822,4,2,1000000,3,analytics,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.5,acquired
CO,80027,Louisville,NexGen Storage,1,1/1/2010,,2/7/2011,11/15/2011,1.1014,1.8712,2.6466,2.6959,14,2,12010000,2,software,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.5,acquired
MA,1801,Woburn,WAY Systems,1,1/1/2002,,10/3/2005,10/3/2005,3.7562,3.7562,-1.0,8.674,2,1,22000000,3,mobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,acquired
CA,94025,Menlo Park,Roxro Pharma,0,1/1/1999,1/1/2001,6/12/2007,6/12/2007,8.4493,8.4493,,,1,1,42700000,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,closed
CA,94025,Menlo Park,Intelliden,1,1/1/2000,,12/21/2005,5/22/2007,5.9753,7.3918,4.0027,4.0027,5,3,80000000,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,acquired
CA,95008-2069,Campbell,Forrst,1,1/25/2010,,3/24/2011,3/24/2011,1.1589,1.1589,-0.0658,2.9616,3,1,205000,3,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,acquired
NY,10017,New York,XGraph,1,10/1/2008,,7/7/2010,7/7/2010,1.7644,1.7644,0.0,3.0849,5,1,3750000,2,analytics,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,acquired
CA,94301,Palo Alto,Color Labs Inc.,0,8/1/2010,6/1/2013,8/1/2010,3/23/2011,0.0,0.6411,1.5836,3.0685,11,2,41000000,2,other,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.5,closed
CA,94306,Palo Alto,Playdom,1,2/1/2008,,11/11/2009,6/21/2010,1.7781,2.3863,2.3123,4.6301,37,2,76000000,3,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4.0,acquired
MA,1719,Boxborough,Digital Reef,1,1/1/2006,,1/1/2006,10/1/2008,0.0,2.7507,3.3315,5.2438,9,2,20000000,2,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.0,acquired
CA,94107,San Francisco,Servio,1,4/30/2009,,8/13/2010,3/6/2013,1.2877,3.8521,1.3945,4.2356,11,2,9356180,4,analytics,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.5,acquired
NY,10016,New York,Advaliant,0,4/16/2013,5/4/2009,4/1/2004,4/1/2004,-9.0466,-9.0466,-6.0466,-3.8822,6,1,100000,2,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,closed
GA,30309,Atlanta,Vocalocity,1,1/1/2007,,1/28/2009,8/29/2011,2.0767,4.6603,4.5836,4.726,9,2,13600000,2,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.0,acquired
CA,94107,San Francisco,Dapper,1,10/1/2006,11/16/2010,12/1/2007,12/1/2007,1.1671,1.1671,1.926,4.0137,19,1,3000000,4,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,acquired
CA,94104,San Francisco,SeeSaw Networks,0,1/1/2005,1/1/2012,11/16/2006,6/23/2011,1.874,6.4767,,,4,5,21138876,0,advertising,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2.0,closed
MA,2139,Cambridge,oneforty,1,3/31/2009,,6/10/2009,1/11/2010,0.1945,0.7836,1.211,2.3836,13,4,2345000,3,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5.75,acquired
CA,94401,San Mateo,Smalltown,0,1/15/2005,1/4/2010,11/1/2005,11/1/2005,0.7945,0.7945,2.0466,3.326,7,1,4000000,4,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,closed
CA,94043,Mountain View,Skyrider,0,1/1/2003,10/15/2008,10/23/2006,3/5/2008,3.811,5.1781,1.7507,3.589,2,2,17000000,2,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,closed
NY,10001,New York,SkillSlate,1,1/1/2009,,10/20/2010,10/20/2010,1.8,1.8,1.9151,1.9151,8,1,1100000,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,acquired
KY,40507,Lexington,AwesomeTouch,1,7/26/2010,,4/30/2010,6/1/2011,-0.2384,0.8493,0.9014,0.9014,3,4,59700,1,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,acquired
CA,94025,Menlo Park,Syncplicity,1,11/3/2008,,10/31/2008,10/31/2008,-0.0082,-0.0082,2.9726,3.7041,12,1,2350000,3,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,acquired
VA,22031,Chantilly,Fortisphere,0,1/1/2006,5/1/2010,11/19/2007,11/19/2007,1.8822,1.8822,1.0,1.0,2,1,10000000,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,closed
CA,94306,Palo Alto,PlayerDuel,0,1/1/2011,5/1/2013,9/5/2011,6/13/2012,0.6767,1.4493,0.0,0.0,2,2,21189,1,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,closed
MA,2451,Waltham,Aveksa,1,1/1/2004,,6/14/2006,2/25/2009,2.4521,5.1562,7.6712,8.2219,7,3,28000000,2,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.6667,acquired
CA,95054,Santa Clara,PANTA Systems,0,1/1/2002,2/14/2011,5/1/2005,5/1/2005,3.3315,3.3315,,,0,1,9500000,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,closed
CA,95054,Santa Clara,Beceem Communications,1,10/1/2003,,6/30/2005,4/22/2009,1.7479,5.5616,2.2548,2.2548,5,3,69600000,1,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,7.6667,acquired
VA,22102,McLean,Trust Digital,1,3/1/2003,,11/4/2005,7/29/2009,2.6822,6.4164,2.8411,7.2356,11,3,23500000,2,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3.6667,acquired
OR,97035,Lake Oswego,Sabrix,1,1/1/2002,,6/21/2006,6/21/2006,4.4712,4.4712,6.7534,6.7534,6,1,13000000,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,acquired
NY,10011,New York,Panther Express,1,1/1/2005,,7/25/2006,2/27/2008,1.5616,3.1562,3.0,3.4959,8,2,21750000,2,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2.0,acquired
PA,18106,Allentown,T-Networks,0,1/1/2000,9/6/2011,2/28/2005,2/28/2005,5.1644,5.1644,,,0,1,5750000,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,closed
ME,1876,Tewksbury,BlueNote Networks,1,1/1/2005,,9/26/2005,3/6/2006,0.7342,1.1753,0.1616,0.1616,1,2,23400000,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,acquired
CA,94063,Redwood City,Predictify,0,3/1/2007,8/1/2009,3/25/2008,3/25/2008,1.0685,1.0685,0.8384,3.9918,4,1,4300000,3,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,closed
TX,78746,Austin,BreakingPoint Systems,1,8/28/2005,,11/12/2007,4/22/2010,2.2082,4.6521,-0.6548,-0.6548,1,2,20000000,1,security,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2.0,acquired
CA,95054,Santa Clara,OptiMedica,1,1/1/2004,,3/26/2008,5/10/2013,4.2356,9.3616,5.0055,5.0055,16,2,51000000,1,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.5,acquired
MA,2026,Dedham,Metatomix,1,1/1/2000,,9/8/2003,2/17/2010,3.6877,10.137,3.0027,3.0027,2,4,27101994,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4.6667,acquired
CA,95014,Cupertino,Neterion,1,1/1/2001,,2/24/2006,2/24/2006,5.1507,5.1507,4.0027,4.0027,6,1,6480000,1,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,acquired
CA,94085,Sunnyvale,Schooner Information Technology,1,5/1/2007,,10/1/2007,7/24/2009,0.4192,2.2329,2.2329,4.337,8,2,35000000,2,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.5,acquired
MA,2109,Boston,Swaptree Inc.,0,1/1/2010,5/1/2013,7/1/2006,5/25/2010,-3.5068,0.3945,-0.937,0.0849,5,3,11300000,2,web,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.0,closed
GA,30043,Lawrenceville,Nalace Corporation,0,1/1/2012,5/1/2013,4/19/2012,4/19/2012,0.2986,0.2986,0.2986,0.2986,1,1,19000,1,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,closed
NJ,7302,Jersey City,Quidsi,1,1/1/2005,,9/1/2006,4/20/2010,1.6658,5.3014,5.8356,8.3534,27,6,78500000,3,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3.4,acquired
NY,10012,NYC,spotdock,0,11/15/2011,6/1/2013,1/10/2012,1/10/2012,0.1534,0.1534,,,4,1,600000,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,closed
MD,21401,Annapolis,Netcordia,1,1/1/2000,,6/28/2005,7/31/2006,5.4932,6.5836,6.7534,6.7534,3,2,13000000,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.5,acquired
CA,94040,Mountain View,SearchMe,0,7/1/2005,10/21/2009,7/1/2005,5/1/2008,0.0,2.8356,2.9205,4.3096,7,5,43600000,3,search,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3.0,closed
